Name;Desc;Img;Group
Сыворотка для блеска волос «Аргана»; <p> Сотни лет масло арганы с удивительными увлажняющими свойствами получают из ядер семян арганового дерева. Оно великолепно смягчает кожу головы и предотвращает хрупкость волос и расслоение их концов. </p> <p> Уникальная комбинация натуральных компонентов с витамином Е стимулирует кровообращение и рост новых волос, надолго оставляя волосы мягкими и пышными. </p> <p> Арт. I 381, емк. 50 мл </p>  <p> Нанести на сухие или влажные волосы после мытья, слегка вмассировать. Не смывать! </p>  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Масло аргании </b> Смягчающий и питающий агент.  <hr/> ;a5ed89eae38553850bc586d10b341811.png;Линия «Шёлковые пряди»
Шампунь для блеска волос «Аргана»; <p> Натуральные компоненты шампуня «Аргана», глубоко проникая, увлажняют волосы и смягчают кожу головы.&nbsp, </p> <p> Шампунь обеспечивает длительный уход, питая волосы, которые становятся живыми и выглядят свежими и эластичными. </p> <p> Шампунь бережно очищает и эффективно поддерживает здоровье волос благодаря высокому содержанию масла арганы. Волосы получают защиту и устойчивость к вредному воздействию окружающей среды. Это оптимальная забота о коже головы и восстановлении структуры волос изнутри. </p> <p> Шампунь не содержит лаурилсульфат натрия. </p> <p> Арт. I 379, емк. 200 мл </p> <p> &nbsp, </p>  <p> Небольшое количество нанести на волосы, слегка вмассировать в кожу, смыть водой. </p>  <br><b> Аллантоин </b> Эффективно предупреждает закупорку пор, образование комедонов (черных точек) и воспалительных элементов. <br> <br> Оказывает выраженное регенерирующее действие, стимулирует заживление кожного покрова, увлажняет кожу, стимулирует процесс обновления клеток эпидермиса. Не токсичен.  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Гидролизат протеина пшеницы </b> Применяется в качестве увлажнителя кожи и волос.  <br><b> Масло аргании </b> Смягчающий и питающий агент.  <br><b> Пантенол </b> Витамин-протектор кожи и волос.  <hr/> ;40784e9ec69403189fb219618def91d8.jpg;Линия «Шёлковые пряди»
Крем для век «Голд 24К» маленькая коллекция; <p> Пептид АУРА-28 в биокомпозиции с коллоидным золотом сокращает до минимума появление мелких морщинок вокруг глаз. </p> <p> Стимулирует кровообращение, препятствуя застою и предотвращая появление мешков под глазами. </p> <p> Делает кожу упругой, улучшает ее тонус. </p> <p> Арт. С 34,&nbsp,2x15 мл </p>  <p> Утром и вечером наносить тонкий слой крема на область контура вокруг глаз, слегка вбивая кончиками пальцев. </p>  <br><b> Аура-28-пептид </b> Регулирующий гомеостаз внеклеточного матрикса. Уникальная последовательность высокоактивных аминокислот, которая копирует активин-бета (TGF-?). Он ингибирует ММП9 – металлопротеиназ, которые разрушают коллаген и стимулирует выработку нового коллагена III типа, обеспечивающего плотность кожи. Входит в состав Крема «Голд».  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Масло ши (масло карите) </b> Воздействует на синтез коллагена, делая кожу упругой и эластичной, защищает кожу от климатических воздействий и УФ-излучения.  <br><b> Кофеин </b> Применяется как тонизирующее средство.  <br><b> Экстракт коры ясеня </b> Применяется в качестве тонизирующего средства.  <br><b> Клеточная культура листьев табака лесного </b> Применяется при заболеваниях глаз, кожи.  <br><b> Витамин PP </b> Обеспечивает процессы тканевого дыхания.  <hr/> ;e1ce2a6ec9b5ff26eac988620d03fafd.png;Линия «Лохербер» «Улыбка без морщин»
Крем «Селебрити Сублим» маленькая коллекция; Высокотехнологичный уход. Подходит даже для чувствительной и раздраженной кожи, защищает от УФ-излучений типов А и В.<br> <br> Инновационный компонентный состав восстановит упругость кожи и подарит ощущение молодости и комфорта.<br> <br> Арт. С 32, емк. 2x15 мл  Наносить на кожу лица, шеи и декольте.  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Глицерин </b> Применяется в качестве смягчающего и увлажняющего агента.  <br><b> Лецитин </b> Эмульгатор.  <br><b> Сквален </b> Применяется в качестве средства, повышающего барьерные функции кожи.  <br><b> Витамин В 5 (пантотеновая кислота) </b> Обладает заживляющим и увлажняющим действием, улучшает кровообращение в коже.&nbsp,Защищает кожу от УФ лучей и препятствует её старению.<br> <br> <br> Участвует в обменных процессах белков, жиров и углеводов и обеспечивает&nbsp,регулирующее влияние на обмен в коже.  <br><b> Экстракт коры гранатового дерева </b> <br> Благодаря наличию органических кислот экстракт имеет легкий отбеливающий и отшелушивающий эффект, придавая коже здоровый вид.<br> <br> <br> Применяется для уничтожения пигментных пятен, веснушек, угрей, отбеливания кожи лица, роста волос, подходит для ухода за кожей любого типа.  <br><b> Экстракт цветов лотоса </b> Экстракт лотоса обладает биостимулирующим действием, укрепляет тургор кожи, делает ее эластичной, разглаживает морщины.  <br><b> Экстракт бамбука </b> Способствует оптимальному увлажнению кожи и восстановлению ее основных биологических функций.  <br><b> Клеточная культура листьев малины </b> Регулируют миграцию клеток кожи при восстановлении эпителия после повреждения.  <br><b> Экстракт листьев цеструма </b> Успокоение кожи, снижение покраснений и порога чувствительности.  <br><b> Экстракт жимолости </b> Жимолость используют как противовоспалительное и капилляроукрепляющее средство.  <br><b> Экстракт плодов дурнишника </b> Обладает антисептическим, противовоспалительным, потогонным, обезболивающим, жаропонижающим и седативным действиями.  <br><b> Экстракт корня белой кувшинки </b> Применяют как косметическое средство при угрях, себорее.  <br><b> Экстракт сыти круглой </b> Является естественным отбеливателем для кожи.  <br><b> Производные риса </b> Используется в косметических средствах как заменитель карнаубского воска.  <hr/> ;c50a6d2aea5d5633d1a7603a84de81c5.png;Линия «Лохербер» «Улыбка без морщин»
Крем «Гипнотик Вайпер 24 часа» регенерирующий; <p> Сочетание пептида SYN-AKE®, подобного змеиному яду, с гиалуроновой кислотой и витаминами значительно сокращает появление морщин, укрепляя кожу, делая ее более плотной и увлажненной. </p> <p> Регенерирует клетки кожи, стимулируя выработку коллагена. </p> Арт. С 35, емк. 30 мл  Утром и/или вечером наносить крем на очищенную кожу лица, шеи и декольте.  <br><b> Экстракт подорожника ланцетного </b> Листья подорожника ланцетного оказывают противовоспалительное, болеутоляющее и секретолитическое действие при заболеваниях дыхательных органов, сопровождаемых выделением густых секретов, например, при хроническом катаре легких, частом мочеиспускании.  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Гиалуроновая кислота </b> Активно действует против морщин.  <br><b> Пептид SYN-AKE® </b> Применяется в качестве средства, разглаживающего мимические морщины.  <br><b> Масло ши (масло карите) </b> Воздействует на синтез коллагена, делая кожу упругой и эластичной, защищает кожу от климатических воздействий и УФ-излучения.  <br><b> Витамин C </b> Имеет непосредственное отношение к укреплению защитных сил организма, повышает жизненный тонус, нормализует проницаемость сосудов.<br> <br> Защищает от свободных радикалов, сильный антиоксидант.<br> Для линии БАД Участвует в синтезе коллагена, стероидных гормонов и катехоламинов, укрепляет сосуды.<br> <br>  <br><b> Сок листьев алоэ </b> Стимулирует кровообращение, увлажняет кожу и помогает сохранять влагу, снимает воспаление.  <br><b> Экстракт плодов шиповника </b> Экстракт шиповника&nbsp,снимает раздражение и шелушение кожи, увлажняет её и насыщает витаминами.  <hr/> ;daa44a7488935a84e28ab7ce64e21f33.png;Линия «Лохербер» «Улыбка без морщин»
Крем «Лотум»; Содержит гексапептид аргирелин®, способный контролировать сокращение мышц лица, сдерживать появление мимических складок и морщин, вызванных часто повторяющимися движениями.<br> <br> В результате морщины разглаживаются, повышаются тонус, эластичность и жизненная энергия кожи.<br> <br> Арт. С 36, емк. 50 мл  Утром и/или вечером нанести немного крема на очищенную кожу лица, шеи и декольте, мягко вмассировать.<br> <br> Рекомендуется для возрастной категории от 40 лет.  <br><b> Аргирелин® (ацетил-гексапептид - 8) </b> Применяют в косметических средствах для разглаживания мимических морщин.  <br><b> Бисаболол </b> Применяется при раздраженной, чувствительной, очень сухой коже.  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Сквален </b> Применяется в качестве средства, повышающего барьерные функции кожи.  <br><b> Экстракт камнеломки </b> Улучшает микроциркуляцию крови, питание кожи, препятствует накоплению пигментов в клетках кожи, являющихся одной из причин образования темных кругов под глазами.  <br><b> Каррагинан (карраген) </b> Используется как загуститель.  <br><b> Витамин C </b> Имеет непосредственное отношение к укреплению защитных сил организма, повышает жизненный тонус, нормализует проницаемость сосудов.<br> <br> Защищает от свободных радикалов, сильный антиоксидант.<br> Для линии БАД Участвует в синтезе коллагена, стероидных гормонов и катехоламинов, укрепляет сосуды.<br> <br>  <br><b> Пальмовое масло </b> Прекрасно увлажняет кожу, активизирует липидный обмен в коже, тонизирует и смягчает кожу.<br> <br> <br> Сильный антиоксидант.  <br><b> Экстракт цветов лотоса </b> Экстракт лотоса обладает биостимулирующим действием, укрепляет тургор кожи, делает ее эластичной, разглаживает морщины.  <br><b> Экстракт корня императы </b> Поддерживает жидкостной баланс в коже.  <br><b> Масло абрикосовых косточек </b> Разглаживает мелкие морщинки, увлажняет и смягчает кожу, питает и защищает её от потери влаги.  <br><b> Фитостеролы </b> Предназначены для зрелой, сухой, потрескавшейся кожи. Помогает справиться с возрастной сухостью и восстанавливать эластичность кожи.  <br><b> Экстракт акмеллы </b> Разглаживает морщины.  <hr/> ;296e680eb39220fa06543f6eb7eddfcc.png;Линия «Лохербер» «Улыбка без морщин»
Крем «Голд 24 часа» ; <p> Изысканный антивозрастной крем с мгновенным разглаживающим и питательным эффектом для подтягивания кожи и деликатной коррекции контуров лица. </p> <p> Сочетание мощных энергетических свойства комплекса АУРА-28 с ценными растительными ингредиентами активизирует важные процессы в коже, действуя в течение всего дня. </p> Арт. С 37, емк. 50 мл  Утром и/или вечером нанести немного крема на очищенную кожу лица, мягко вмассировать.<br> <br> Рекомендуется для возрастной категории старше 30.  <br><b> Аура-28-пептид </b> Регулирующий гомеостаз внеклеточного матрикса. Уникальная последовательность высокоактивных аминокислот, которая копирует активин-бета (TGF-?). Он ингибирует ММП9 – металлопротеиназ, которые разрушают коллаген и стимулирует выработку нового коллагена III типа, обеспечивающего плотность кожи. Входит в состав Крема «Голд».  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Сквален </b> Применяется в качестве средства, повышающего барьерные функции кожи.  <br><b> Масло ши (масло карите) </b> Воздействует на синтез коллагена, делая кожу упругой и эластичной, защищает кожу от климатических воздействий и УФ-излучения.  <br><b> Витамин В 5 (пантотеновая кислота) </b> Обладает заживляющим и увлажняющим действием, улучшает кровообращение в коже.&nbsp,Защищает кожу от УФ лучей и препятствует её старению.<br> <br> <br> Участвует в обменных процессах белков, жиров и углеводов и обеспечивает&nbsp,регулирующее влияние на обмен в коже.  <br><b> Витамин C </b> Имеет непосредственное отношение к укреплению защитных сил организма, повышает жизненный тонус, нормализует проницаемость сосудов.<br> <br> Защищает от свободных радикалов, сильный антиоксидант.<br> Для линии БАД Участвует в синтезе коллагена, стероидных гормонов и катехоламинов, укрепляет сосуды.<br> <br>  <br><b> Экстракт корня женьшеня </b> Питает и увлажняет кожу, препятствует обезвоживанию кожи, стимулирует обновление клеток кожи, обладает регенерирующими свойствами, разглаживает морщины и препятствует появлению новых.  <br><b> Сок листьев алоэ </b> Стимулирует кровообращение, увлажняет кожу и помогает сохранять влагу, снимает воспаление.  <hr/> ;2b51e6db349b24fcaabae8f53c9bc282.png;Линия «Лохербер» «Улыбка без морщин»
Крем «Селебрити»; <p> Пептидный комплекс BioNymph предотвращает повреждение ДНК кожи свободными радикалами, стимулирует выработку коллагена и сиртуинов - белков, обеспечивающих долговечность клеток. </p> <p> Увлажняет, повышает тонус и эластичность, создает защитный барьер. Подтягивает контур лица. </p> Арт. С 38, емк. 50 мл  Небольшое количество крема нанести на кожу лица, шеи и декольте.<br> Очень экономичен.  <br><b> Витамин A </b> <p> Являясь антиоксидантом, замедляет старение кожи, нормализует синтез коллагена. </p> <p> <br> Обеспечивает нормальное сумеречное и цветовое зрение, обеспечивает целостность эпителиальных тканей, регулирует рост костей. </p> <br>  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Гиалуроновая кислота </b> Активно действует против морщин.  <br><b> Карнозин </b> Антиоксидант.  <br><b> Лецитин </b> Эмульгатор.  <br><b> Масло аргании </b> Смягчающий и питающий агент.  <br><b> Масло подсолнечника </b> Способствует эпителизации ран, оказывает бактериостатическое действие в отношении золотистого и белого стафилококка.  <br><b> Сквален </b> Применяется в качестве средства, повышающего барьерные функции кожи.  <br><b> Экстракт мирта </b> Продлевает жизнедеятельность клеток, поддерживая их взаимосвязь, а также препятствует гликации.  <br><b> Экстракт семян расторопши </b> При нанесении на кожу улучшает микроциркуляцию, повышая эластичность сосудов, улучшая лимфо- и кровообращение.<br> <br> <br> Расторопша используется для лечения многих болезней печени, среди которых: дистрофия, гепатит С, цирроз печени, спровоцированный алкоголем, токсинами или радиацией.<br>  <br><b> Масло ши (масло карите) </b> Воздействует на синтез коллагена, делая кожу упругой и эластичной, защищает кожу от климатических воздействий и УФ-излучения.  <br><b> Витамин В 5 (пантотеновая кислота) </b> Обладает заживляющим и увлажняющим действием, улучшает кровообращение в коже.&nbsp,Защищает кожу от УФ лучей и препятствует её старению.<br> <br> <br> Участвует в обменных процессах белков, жиров и углеводов и обеспечивает&nbsp,регулирующее влияние на обмен в коже.  <br><b> Витамин C </b> Имеет непосредственное отношение к укреплению защитных сил организма, повышает жизненный тонус, нормализует проницаемость сосудов.<br> <br> Защищает от свободных радикалов, сильный антиоксидант.<br> Для линии БАД Участвует в синтезе коллагена, стероидных гормонов и катехоламинов, укрепляет сосуды.<br> <br>  <br><b> Масло сладкого миндаля </b> Содержит витамин Е, который является природным антиоксидантом. Замедляет старение клеток и устраняет воспалительные процессы на коже.  <br><b> Экстракт коры гранатового дерева </b> <br> Благодаря наличию органических кислот экстракт имеет легкий отбеливающий и отшелушивающий эффект, придавая коже здоровый вид.<br> <br> <br> Применяется для уничтожения пигментных пятен, веснушек, угрей, отбеливания кожи лица, роста волос, подходит для ухода за кожей любого типа.  <br><b> Экстракт цветков розы столистной </b> Тонизирует, подтягивает и омолаживает кожу, делает ее гладкой и упругой, регенерирует ткани, улучшает микроциркуляцию и цвет лица.  <br><b> Производные риса </b> Используется в косметических средствах как заменитель карнаубского воска.  <br><b> Пептидный комплекс BioNymph </b> Оказывает положительное влияние на синтез и сохранность коллагена в коже.  <br><b> Тепренон </b> Уменьшает раздражение, гиперемию и гиперчувствительность кожи, продлевает жизненный цикл клеток.  <hr/> ;70f30ed9e712a260e98ccdf4643e9298.png;Линия «Лохербер» «Улыбка без морщин»
Жидкий крем «Букет роз»; Благодаря необыкновенно нежной текстуре крема активные компоненты мгновенно впитываются.<br> <br> Комплекс биоактивных веществ не только питает кожу, но и восстанавливает в ней обменные процессы, стимулирует выработку коллагена, замедляя процессы старения.<br> <br> Арт. С 40, емк. 30 мл  Ежедневно утром и вечером наносить на очищенную кожу лица, шеи и в районе декольте.  <br><b> Витамин A </b> <p> Являясь антиоксидантом, замедляет старение кожи, нормализует синтез коллагена. </p> <p> <br> Обеспечивает нормальное сумеречное и цветовое зрение, обеспечивает целостность эпителиальных тканей, регулирует рост костей. </p> <br>  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Масло подсолнечника </b> Способствует эпителизации ран, оказывает бактериостатическое действие в отношении золотистого и белого стафилококка.  <br><b> Сквален </b> Применяется в качестве средства, повышающего барьерные функции кожи.  <br><b> Витамин C </b> Имеет непосредственное отношение к укреплению защитных сил организма, повышает жизненный тонус, нормализует проницаемость сосудов.<br> <br> Защищает от свободных радикалов, сильный антиоксидант.<br> Для линии БАД Участвует в синтезе коллагена, стероидных гормонов и катехоламинов, укрепляет сосуды.<br> <br>  <br><b> Экстракт цветков розы столистной </b> Тонизирует, подтягивает и омолаживает кожу, делает ее гладкой и упругой, регенерирует ткани, улучшает микроциркуляцию и цвет лица.  <br><b> Pichia/ресвератрол ферментированный экстракт </b> Мощный антиоксидант.  <hr/> ;343088be93f0f70038134ef4cf74c074.png;Линия «Лохербер» «Улыбка без морщин»
Растительный крем B.T.Y. для интенсивного разглаживания мимических морщин; Антивозрастной комплекс с аргирелином®, травяными экстрактами, маслами и витаминами снимает микронапряжение кожи и корректирует мимические морщины.<br> <br> Глубокое увлажнение натуральными маслами сделает кожу мягкой, гладкой и упругой. УФ-фильтры защитят от солнечного излучения. <br> Арт. С 61, емк. 30 мл  Утром и вечером наносить на очищенную кожу лица.<br> <br> Наиболее эффективно использование одновременно с сывороткой B.T.Y.  <br><b> Аргирелин® (ацетил-гексапептид - 8) </b> Применяют в косметических средствах для разглаживания мимических морщин.  <br><b> Витамин E </b> <p> Укрепляет мембраны клеток, замедляет старение кожи, стимулирует кожное дыхание и кровообращение, увлажняет и питает кожу, снимает воспаление и раздражение. </p> <p> Для линий БАД и «Здоровое питание» </i>Оказывает выраженное антиоксидантное действие, предупреждает старение организма, нормализует гормональную деятельность и у женщин и у мужчин. </p>  <br><b> Гиалуроновая кислота </b> Активно действует против морщин.  <br><b> Сквален </b> Применяется в качестве средства, повышающего барьерные функции кожи.  <br><b> Экстракт бессмертника </b> Оказывает выраженное биологически активное действие, обладает противовоспалительным и антибактериальным эффектом, успокаивает кожу.  <br><b> Экстракт камнеломки </b> Улучшает микроциркуляцию крови, питание кожи, препятствует накоплению пигментов в клетках кожи, являющихся одной из причин образования темных кругов под глазами.  <br><b> Витамин C </b> Имеет непосредственное отношение к укреплению защитных сил организма, повышает жизненный тонус, нормализует проницаемость сосудов.<br> <br> Защищает от свободных радикалов, сильный антиоксидант.<br> Для линии БАД Участвует в синтезе коллагена, стероидных гормонов и катехоламинов, укрепляет сосуды.<br> <br>  <br><b> Пальмовое масло </b> Прекрасно увлажняет кожу, активизирует липидный обмен в коже, тонизирует и смягчает кожу.<br> <br> <br> Сильный антиоксидант.  <br><b> Экстракт корня императы </b> Поддерживает жидкостной баланс в коже.  <br><b> УФ B фильтры </b> Применяют в косметических средствах, направленных на защиту кожу от ультрафиолетовых лучей типа Б.  <br><b> УФ A фильтры </b> Применяют в косметических средствах, направленных на защиту кожи от ультрафиолетовых лучей типа А.  <br><b> Экстракт исландского мха </b> Состав позволяет использовать препараты этого лишайника для лечения гастритов и язв, общего истощения, анемии, ожогов и опрелостей.<br> <br> Применяется цетрария для избавления от кожных инфекционных заболеваний и в процессе обработки инфицированных ран.<br> <br> Вяжущие свойства содержащихся в исландском мхе дубильных веществ позволяют использовать лишайник в случаях отравления тяжелыми металлами и ядами растительного происхождения.&nbsp,<br> <br> <br> Увлажнитель кожи.<br> Улучшает кровообращение, устраняет &nbsp,явления целлюлита, восстанавливает барьерные функции кожи.<br> <br> Для линии БАД<br> Применение: климактерический синдром, ПМС и нарушения менструального цикла, предраковые заболевания женской половой сферы, профилактика рака молочной, железы, профилактика и вспомогательное лечение злокачественных опухолей, артериальная гипертония, атеросклероз и его осложнения, ИБС, повышенный уровень холестерина, хронический холецистит, заболевания печени и почек, заболевания эндокринных органов, сахарный диабет, ожирение, остеопороз костей, артриты, артрозы, варикозное расширение вен, угревая сыпь, себорея, выпадение волос, аллергические заболевания.<br> <br>  <br><b> Фитостеролы </b> Предназначены для зрелой, сухой, потрескавшейся кожи. Помогает справиться с возрастной сухостью и восстанавливать эластичность кожи.  <br><b> Экстракт апельсина </b> Стимулирует синтез коллагена и нейтрализует свободные радикалы.&nbsp,<br> <br> Для линии&nbsp,«Здоровое питание»<br> Потребление экстракта апельсина повышает иммунитет, улучшает аппетит, настроение, выводит лишнюю воду из организма, нормализует обмен веществ, помогает быстрее восстанавливаться после болезней. Вещества, содержащиеся в апельсине, борются с ожирением, улучшают работу органов пищеварения.<br> <br> <br> Повышает иммунитет,антисептическое средство.<br>  <hr/> ;ca749dec2fa753b06baccbf9356cf1a5.png;Линия «Лохербер» «Улыбка без морщин»
Сыворотка B.T.Y. для уменьшения мимических морщин; Содержит запатентованный комплекс с аргирелином®, травяными экстрактами и минералами.<br> <br> Нейтрализует кожное микронапряжение, вызывающее появление мимических складок и морщин, обеспечивает интенсивное питание и увлажнение.<br> <br> Повышает тонус и эластичность кожи. <br> Арт. С 62, емк. 30 мл  3 раза в неделю наносить на предварительно очищенную кожу лица.<br> <br> Наиболее эффективно использование одновременно с кремом B.T.Y.  <br><b> Аргирелин® (ацетил-гексапептид - 8) </b> Применяют в косметических средствах для разглаживания мимических морщин.  <br><b> Гиалуроновая кислота </b> Активно действует против морщин.  <br><b> Экстракт бессмертника </b> Оказывает выраженное биологически активное действие, обладает противовоспалительным и антибактериальным эффектом, успокаивает кожу.  <br><b> Экстракт камнеломки </b> Улучшает микроциркуляцию крови, питание кожи, препятствует накоплению пигментов в клетках кожи, являющихся одной из причин образования темных кругов под глазами.  <br><b> Минеральные вещества </b>  <br><b> Экстракт корня императы </b> Поддерживает жидкостной баланс в коже.  <br><b> Экстракт исландского мха </b> Состав позволяет использовать препараты этого лишайника для лечения гастритов и язв, общего истощения, анемии, ожогов и опрелостей.<br> <br> Применяется цетрария для избавления от кожных инфекционных заболеваний и в процессе обработки инфицированных ран.<br> <br> Вяжущие свойства содержащихся в исландском мхе дубильных веществ позволяют использовать лишайник в случаях отравления тяжелыми металлами и ядами растительного происхождения.&nbsp,<br> <br> <br> Увлажнитель кожи.<br> Улучшает кровообращение, устраняет &nbsp,явления целлюлита, восстанавливает барьерные функции кожи.<br> <br> Для линии БАД<br> Применение: климактерический синдром, ПМС и нарушения менструального цикла, предраковые заболевания женской половой сферы, профилактика рака молочной, железы, профилактика и вспомогательное лечение злокачественных опухолей, артериальная гипертония, атеросклероз и его осложнения, ИБС, повышенный уровень холестерина, хронический холецистит, заболевания печени и почек, заболевания эндокринных органов, сахарный диабет, ожирение, остеопороз костей, артриты, артрозы, варикозное расширение вен, угревая сыпь, себорея, выпадение волос, аллергические заболевания.<br> <br>  <br><b> Экстракт апельсина </b> Стимулирует синтез коллагена и нейтрализует свободные радикалы.&nbsp,<br> <br> Для линии&nbsp,«Здоровое питание»<br> Потребление экстракта апельсина повышает иммунитет, улучшает аппетит, настроение, выводит лишнюю воду из организма, нормализует обмен веществ, помогает быстрее восстанавливаться после болезней. Вещества, содержащиеся в апельсине, борются с ожирением, улучшают работу органов пищеварения.<br> <br> <br> Повышает иммунитет,антисептическое средство.<br>  <hr/> ;60b928061b0fd6526cb913e77163c3cc.jpg;Линия «Лохербер» «Улыбка без морщин»
